Tip Matrice,Tip alocare,Nr threads,Timp executie
N=M=1000 si n=m=5,Static,16,31.35422
N=M=1000 si n=m=5,Static,16,31.46621
N=M=1000 si n=m=5,Static,16,28.43543
N=M=1000 si n=m=5,Static,16,29.22486
N=M=1000 si n=m=5,Static,16,29.90428
N=M=1000 si n=m=5,Static,16,30.71826
N=M=1000 si n=m=5,Static,16,29.56942
N=M=1000 si n=m=5,Static,16,30.20256
N=M=1000 si n=m=5,Static,16,31.17606
N=M=1000 si n=m=5,Static,16,29.63508
N=M=1000 si n=m=5,Static,16,29.81182
N=M=1000 si n=m=5,Static,16,29.53001
N=M=1000 si n=m=5,Dynamic,Sequential,217.25032
N=M=1000 si n=m=5,Dynamic,Sequential,218.05057
N=M=1000 si n=m=5,Dynamic,Sequential,216.26204
N=M=1000 si n=m=5,Dynamic,Sequential,218.228
N=M=1000 si n=m=5,Dynamic,Sequential,217.13417
N=M=1000 si n=m=5,Dynamic,2,112.82764
N=M=1000 si n=m=5,Dynamic,2,113.27755
N=M=1000 si n=m=5,Dynamic,2,114.28455
N=M=1000 si n=m=5,Dynamic,2,113.2003
N=M=1000 si n=m=5,Dynamic,2,114.19445
N=M=1000 si n=m=5,Dynamic,2,112.11671
N=M=1000 si n=m=5,Dynamic,2,114.89665
N=M=1000 si n=m=5,Dynamic,2,114.50419
N=M=1000 si n=m=5,Dynamic,2,112.68857
N=M=1000 si n=m=5,Dynamic,2,112.98214
N=M=1000 si n=m=5,Dynamic,2,113.27561
N=M=1000 si n=m=5,Dynamic,2,111.82687
N=M=1000 si n=m=5,Dynamic,2,114.21943
N=M=1000 si n=m=5,Dynamic,2,113.26044
N=M=1000 si n=m=5,Dynamic,2,112.98829
N=M=1000 si n=m=5,Dynamic,4,57.71832
N=M=1000 si n=m=5,Dynamic,4,61.28446
N=M=1000 si n=m=5,Dynamic,4,57.81846
N=M=1000 si n=m=5,Dynamic,4,59.44925
N=M=1000 si n=m=5,Dynamic,4,58.06737
N=M=1000 si n=m=5,Dynamic,4,58.30637
N=M=1000 si n=m=5,Dynamic,4,59.05124
N=M=1000 si n=m=5,Dynamic,4,59.89235
N=M=1000 si n=m=5,Dynamic,4,60.4431
N=M=1000 si n=m=5,Dynamic,4,58.38242
N=M=1000 si n=m=5,Dynamic,4,58.25984
N=M=1000 si n=m=5,Dynamic,4,58.86547
N=M=1000 si n=m=5,Dynamic,4,58.97156
N=M=1000 si n=m=5,Dynamic,4,59.42239
N=M=1000 si n=m=5,Dynamic,4,61.19523
N=M=1000 si n=m=5,Dynamic,8,34.9351
N=M=1000 si n=m=5,Dynamic,8,37.66484
N=M=1000 si n=m=5,Dynamic,8,36.36139
N=M=1000 si n=m=5,Dynamic,8,40.01175
N=M=1000 si n=m=5,Dynamic,8,37.21096
N=M=1000 si n=m=5,Dynamic,8,41.71442
N=M=1000 si n=m=5,Dynamic,8,43.64198
N=M=1000 si n=m=5,Dynamic,8,41.03534
N=M=1000 si n=m=5,Dynamic,8,38.91573
N=M=1000 si n=m=5,Dynamic,8,35.74605
N=M=1000 si n=m=5,Dynamic,8,36.5923
N=M=1000 si n=m=5,Dynamic,8,39.03235
N=M=1000 si n=m=5,Dynamic,8,31.50383
N=M=1000 si n=m=5,Dynamic,8,38.09982
N=M=1000 si n=m=5,Dynamic,8,36.29604
N=M=1000 si n=m=5,Dynamic,16,30.08254
N=M=1000 si n=m=5,Dynamic,16,29.39666
N=M=1000 si n=m=5,Dynamic,16,30.51095
N=M=1000 si n=m=5,Dynamic,16,29.61493
N=M=1000 si n=m=5,Dynamic,16,28.88736
N=M=1000 si n=m=5,Dynamic,16,30.86614
N=M=1000 si n=m=5,Dynamic,16,29.0986
N=M=1000 si n=m=5,Dynamic,16,29.7134
N=M=1000 si n=m=5,Dynamic,16,29.09183
N=M=1000 si n=m=5,Dynamic,16,29.89196
N=M=1000 si n=m=5,Dynamic,16,29.48401
N=M=1000 si n=m=5,Dynamic,16,29.80834
N=M=1000 si n=m=5,Dynamic,16,29.60251
N=M=1000 si n=m=5,Dynamic,16,29.26443
N=M=1000 si n=m=5,Dynamic,16,29.57294
N=10 M=10000 si n=m=5,Static,Sequential,18.8766
N=10 M=10000 si n=m=5,Static,Sequential,18.95436
N=10 M=10000 si n=m=5,Static,Sequential,19.09867
N=10 M=10000 si n=m=5,Static,Sequential,18.82847
N=10 M=10000 si n=m=5,Static,Sequential,18.81287
N=10 M=10000 si n=m=5,Static,2,23.38988
N=10 M=10000 si n=m=5,Static,2,23.47264
N=10 M=10000 si n=m=5,Static,2,23.43945
N=10 M=10000 si n=m=5,Static,2,23.44108
N=10 M=10000 si n=m=5,Static,2,23.41379
N=10 M=10000 si n=m=5,Static,2,23.40524
N=10 M=10000 si n=m=5,Static,2,23.42308
N=10 M=10000 si n=m=5,Static,2,23.344
N=10 M=10000 si n=m=5,Static,2,23.36738
N=10 M=10000 si n=m=5,Static,2,23.31235
N=10 M=10000 si n=m=5,Static,2,23.2049
N=10 M=10000 si n=m=5,Static,2,23.39074
N=10 M=10000 si n=m=5,Static,2,23.37119
N=10 M=10000 si n=m=5,Static,2,23.33408
N=10 M=10000 si n=m=5,Static,2,23.42738
N=10 M=10000 si n=m=5,Static,4,11.95011
N=10 M=10000 si n=m=5,Static,4,11.90749
N=10 M=10000 si n=m=5,Static,4,11.90253
N=10 M=10000 si n=m=5,Static,4,11.93623
N=10 M=10000 si n=m=5,Static,4,11.86226
N=10 M=10000 si n=m=5,Static,4,11.88793
N=10 M=10000 si n=m=5,Static,4,11.88005
N=10 M=10000 si n=m=5,Static,4,11.91636
N=10 M=10000 si n=m=5,Static,4,11.93066
N=10 M=10000 si n=m=5,Static,4,11.93478
N=10 M=10000 si n=m=5,Static,4,11.91645
N=10 M=10000 si n=m=5,Static,4,11.89164
N=10 M=10000 si n=m=5,Static,4,11.92942
N=10 M=10000 si n=m=5,Static,4,11.94018
N=10 M=10000 si n=m=5,Static,4,11.94653
N=10 M=10000 si n=m=5,Static,8,6.39969
N=10 M=10000 si n=m=5,Static,8,6.4336
N=10 M=10000 si n=m=5,Static,8,6.35538
N=10 M=10000 si n=m=5,Static,8,6.45414
N=10 M=10000 si n=m=5,Static,8,6.38281
N=10 M=10000 si n=m=5,Static,8,6.35925
N=10 M=10000 si n=m=5,Static,8,6.34881
N=10 M=10000 si n=m=5,Static,8,6.39745
N=10 M=10000 si n=m=5,Static,8,6.43934
N=10 M=10000 si n=m=5,Static,8,6.38553
N=10 M=10000 si n=m=5,Static,8,6.37721
N=10 M=10000 si n=m=5,Static,8,6.34985
N=10 M=10000 si n=m=5,Static,8,6.37617
N=10 M=10000 si n=m=5,Static,8,6.35351
N=10 M=10000 si n=m=5,Static,8,6.38359
N=10 M=10000 si n=m=5,Static,16,3.34412
N=10 M=10000 si n=m=5,Static,16,3.44896
N=10 M=10000 si n=m=5,Static,16,3.5224
N=10 M=10000 si n=m=5,Static,16,4.17148
N=10 M=10000 si n=m=5,Static,16,3.86976
N=10 M=10000 si n=m=5,Static,16,3.56454
N=10 M=10000 si n=m=5,Static,16,3.36146
N=10 M=10000 si n=m=5,Static,16,3.26149
N=10 M=10000 si n=m=5,Static,16,3.35147
N=10 M=10000 si n=m=5,Static,16,3.35195
N=10 M=10000 si n=m=5,Static,16,3.62741
N=10 M=10000 si n=m=5,Static,16,3.60276
N=10 M=10000 si n=m=5,Static,16,3.96813
N=10 M=10000 si n=m=5,Static,16,3.41973
N=10 M=10000 si n=m=5,Static,16,3.44372
N=10 M=10000 si n=m=5,Dynamic,Sequential,22.85915
N=10 M=10000 si n=m=5,Dynamic,Sequential,22.7756
N=10 M=10000 si n=m=5,Dynamic,Sequential,22.61878
N=10 M=10000 si n=m=5,Dynamic,Sequential,22.82055
N=10 M=10000 si n=m=5,Dynamic,Sequential,22.55354
N=10 M=10000 si n=m=5,Dynamic,2,11.13389
N=10 M=10000 si n=m=5,Dynamic,2,10.98939
N=10 M=10000 si n=m=5,Dynamic,2,10.93304
N=10 M=10000 si n=m=5,Dynamic,2,11.00404
N=10 M=10000 si n=m=5,Dynamic,2,10.95621
N=10 M=10000 si n=m=5,Dynamic,2,11.76718
N=10 M=10000 si n=m=5,Dynamic,2,10.95933
N=10 M=10000 si n=m=5,Dynamic,2,10.9979
N=10 M=10000 si n=m=5,Dynamic,2,11.06786
N=10 M=10000 si n=m=5,Dynamic,2,10.98087
N=10 M=10000 si n=m=5,Dynamic,2,11.4061
N=10 M=10000 si n=m=5,Dynamic,2,11.98988
N=10 M=10000 si n=m=5,Dynamic,2,11.00713
N=10 M=10000 si n=m=5,Dynamic,2,10.97289
N=10 M=10000 si n=m=5,Dynamic,2,10.98827
N=10 M=10000 si n=m=5,Dynamic,4,5.74169
N=10 M=10000 si n=m=5,Dynamic,4,5.71366
N=10 M=10000 si n=m=5,Dynamic,4,5.954
N=10 M=10000 si n=m=5,Dynamic,4,5.70434
N=10 M=10000 si n=m=5,Dynamic,4,6.20171
N=10 M=10000 si n=m=5,Dynamic,4,5.74134
N=10 M=10000 si n=m=5,Dynamic,4,5.69187
N=10 M=10000 si n=m=5,Dynamic,4,5.77947
N=10 M=10000 si n=m=5,Dynamic,4,5.72773
N=10 M=10000 si n=m=5,Dynamic,4,5.71341
N=10 M=10000 si n=m=5,Dynamic,4,5.68232
N=10 M=10000 si n=m=5,Dynamic,4,5.73111
N=10 M=10000 si n=m=5,Dynamic,4,5.68781
N=10 M=10000 si n=m=5,Dynamic,4,5.66632
N=10 M=10000 si n=m=5,Dynamic,4,5.70551
N=10 M=10000 si n=m=5,Dynamic,8,3.6372
N=10 M=10000 si n=m=5,Dynamic,8,3.50078
N=10 M=10000 si n=m=5,Dynamic,8,3.88013
N=10 M=10000 si n=m=5,Dynamic,8,3.71913
N=10 M=10000 si n=m=5,Dynamic,8,3.72734
N=10 M=10000 si n=m=5,Dynamic,8,3.90198
N=10 M=10000 si n=m=5,Dynamic,8,3.6616
N=10 M=10000 si n=m=5,Dynamic,8,4.48191
N=10 M=10000 si n=m=5,Dynamic,8,4.1289
N=10 M=10000 si n=m=5,Dynamic,8,4.04543
N=10 M=10000 si n=m=5,Dynamic,8,3.77495
N=10 M=10000 si n=m=5,Dynamic,8,3.85453
N=10 M=10000 si n=m=5,Dynamic,8,3.49989
N=10 M=10000 si n=m=5,Dynamic,8,3.29678
N=10 M=10000 si n=m=5,Dynamic,8,3.68678
N=10 M=10000 si n=m=5,Dynamic,16,3.38922
N=10 M=10000 si n=m=5,Dynamic,16,3.63326
N=10 M=10000 si n=m=5,Dynamic,16,3.37351
N=10 M=10000 si n=m=5,Dynamic,16,3.57673
N=10 M=10000 si n=m=5,Dynamic,16,3.41356
N=10 M=10000 si n=m=5,Dynamic,16,3.28583
N=10 M=10000 si n=m=5,Dynamic,16,3.38918
N=10 M=10000 si n=m=5,Dynamic,16,3.36882
N=10 M=10000 si n=m=5,Dynamic,16,3.51405
N=10 M=10000 si n=m=5,Dynamic,16,3.65397
N=10 M=10000 si n=m=5,Dynamic,16,3.5575
N=10 M=10000 si n=m=5,Dynamic,16,3.46944
N=10 M=10000 si n=m=5,Dynamic,16,3.47351
N=10 M=10000 si n=m=5,Dynamic,16,3.4807
N=10 M=10000 si n=m=5,Dynamic,16,3.36583
N=10000 M=10 si n=m=5,Static,Sequential,46.21628
N=10000 M=10 si n=m=5,Static,Sequential,45.92274
N=10000 M=10 si n=m=5,Static,Sequential,46.07667
N=10000 M=10 si n=m=5,Static,Sequential,46.07676
N=10000 M=10 si n=m=5,Static,Sequential,45.72536
N=10000 M=10 si n=m=5,Static,2,23.43976
N=10000 M=10 si n=m=5,Static,2,23.46776
N=10000 M=10 si n=m=5,Static,2,23.4279
N=10000 M=10 si n=m=5,Static,2,23.45864
N=10000 M=10 si n=m=5,Static,2,23.56933
N=10000 M=10 si n=m=5,Static,2,23.49116
N=10000 M=10 si n=m=5,Static,2,23.13526
N=10000 M=10 si n=m=5,Static,2,23.19747
N=10000 M=10 si n=m=5,Static,2,23.56941
N=10000 M=10 si n=m=5,Static,2,23.56317
N=10000 M=10 si n=m=5,Static,2,23.52075
N=10000 M=10 si n=m=5,Static,2,23.54386
N=10000 M=10 si n=m=5,Static,2,23.53478
N=10000 M=10 si n=m=5,Static,2,23.47884
N=10000 M=10 si n=m=5,Static,2,23.56205
N=10000 M=10 si n=m=5,Static,4,14.34041
N=10000 M=10 si n=m=5,Static,4,14.27229
N=10000 M=10 si n=m=5,Static,4,14.21044
N=10000 M=10 si n=m=5,Static,4,14.09458
N=10000 M=10 si n=m=5,Static,4,14.28198
N=10000 M=10 si n=m=5,Static,4,14.34096
N=10000 M=10 si n=m=5,Static,4,13.90089
N=10000 M=10 si n=m=5,Static,4,14.31975
N=10000 M=10 si n=m=5,Static,4,14.25042
N=10000 M=10 si n=m=5,Static,4,14.20932
N=10000 M=10 si n=m=5,Static,4,14.22315
N=10000 M=10 si n=m=5,Static,4,14.14814
N=10000 M=10 si n=m=5,Static,4,13.7308
N=10000 M=10 si n=m=5,Static,4,14.26976
N=10000 M=10 si n=m=5,Static,4,14.20885
N=10000 M=10 si n=m=5,Static,8,9.43404
N=10000 M=10 si n=m=5,Static,8,9.53416
N=10000 M=10 si n=m=5,Static,8,9.28358
N=10000 M=10 si n=m=5,Static,8,9.49836
N=10000 M=10 si n=m=5,Static,8,9.55651
N=10000 M=10 si n=m=5,Static,8,9.50271
N=10000 M=10 si n=m=5,Static,8,9.54007
N=10000 M=10 si n=m=5,Static,8,9.5358
N=10000 M=10 si n=m=5,Static,8,9.49566
N=10000 M=10 si n=m=5,Static,8,9.50791
N=10000 M=10 si n=m=5,Static,8,9.5412
N=10000 M=10 si n=m=5,Static,8,9.54194
N=10000 M=10 si n=m=5,Static,8,9.38041
N=10000 M=10 si n=m=5,Static,8,9.54594
N=10000 M=10 si n=m=5,Static,8,9.54378
N=10000 M=10 si n=m=5,Static,16,5.27158
N=10000 M=10 si n=m=5,Static,16,5.18842
N=10000 M=10 si n=m=5,Static,16,5.19616
N=10000 M=10 si n=m=5,Static,16,5.26747
N=10000 M=10 si n=m=5,Static,16,5.24835
N=10000 M=10 si n=m=5,Static,16,5.23534
N=10000 M=10 si n=m=5,Static,16,5.31348
N=10000 M=10 si n=m=5,Static,16,5.23426
N=10000 M=10 si n=m=5,Static,16,5.22931
N=10000 M=10 si n=m=5,Static,16,5.26126
N=10000 M=10 si n=m=5,Static,16,5.1667
N=10000 M=10 si n=m=5,Static,16,5.26158
N=10000 M=10 si n=m=5,Static,16,5.17223
N=10000 M=10 si n=m=5,Static,16,5.29422
N=10000 M=10 si n=m=5,Static,16,5.19277
N=10000 M=10 si n=m=5,Dynamic,Sequential,21.78667
N=10000 M=10 si n=m=5,Dynamic,Sequential,22.05445
N=10000 M=10 si n=m=5,Dynamic,Sequential,21.87391
N=10000 M=10 si n=m=5,Dynamic,Sequential,21.71681
N=10000 M=10 si n=m=5,Dynamic,Sequential,21.68289
N=10000 M=10 si n=m=5,Dynamic,2,11.34958
N=10000 M=10 si n=m=5,Dynamic,2,10.82195
N=10000 M=10 si n=m=5,Dynamic,2,10.85387
N=10000 M=10 si n=m=5,Dynamic,2,10.85778
N=10000 M=10 si n=m=5,Dynamic,2,11.08461
N=10000 M=10 si n=m=5,Dynamic,2,10.91608
N=10000 M=10 si n=m=5,Dynamic,2,10.83925
N=10000 M=10 si n=m=5,Dynamic,2,10.82426
N=10000 M=10 si n=m=5,Dynamic,2,10.84649
N=10000 M=10 si n=m=5,Dynamic,2,11.59746
N=10000 M=10 si n=m=5,Dynamic,2,10.87605
N=10000 M=10 si n=m=5,Dynamic,2,10.873
N=10000 M=10 si n=m=5,Dynamic,2,10.88631
N=10000 M=10 si n=m=5,Dynamic,2,10.88066
N=10000 M=10 si n=m=5,Dynamic,2,11.35056
N=10000 M=10 si n=m=5,Dynamic,4,6.83592
N=10000 M=10 si n=m=5,Dynamic,4,6.91027
N=10000 M=10 si n=m=5,Dynamic,4,7.83862
N=10000 M=10 si n=m=5,Dynamic,4,6.62631
N=10000 M=10 si n=m=5,Dynamic,4,6.71662
N=10000 M=10 si n=m=5,Dynamic,4,7.0183
N=10000 M=10 si n=m=5,Dynamic,4,6.71178
N=10000 M=10 si n=m=5,Dynamic,4,6.65232
N=10000 M=10 si n=m=5,Dynamic,4,6.72769
N=10000 M=10 si n=m=5,Dynamic,4,6.64675
N=10000 M=10 si n=m=5,Dynamic,4,7.02348
N=10000 M=10 si n=m=5,Dynamic,4,7.17208
N=10000 M=10 si n=m=5,Dynamic,4,6.82426
N=10000 M=10 si n=m=5,Dynamic,4,6.66043
N=10000 M=10 si n=m=5,Dynamic,4,6.73952
N=10000 M=10 si n=m=5,Dynamic,8,4.82052
N=10000 M=10 si n=m=5,Dynamic,8,4.82433
N=10000 M=10 si n=m=5,Dynamic,8,5.42155
N=10000 M=10 si n=m=5,Dynamic,8,4.72288
N=10000 M=10 si n=m=5,Dynamic,8,4.90754
N=10000 M=10 si n=m=5,Dynamic,8,4.90286
N=10000 M=10 si n=m=5,Dynamic,8,4.85738
N=10000 M=10 si n=m=5,Dynamic,8,4.87427
N=10000 M=10 si n=m=5,Dynamic,8,4.93685
N=10000 M=10 si n=m=5,Dynamic,8,5.32595
N=10000 M=10 si n=m=5,Dynamic,8,4.87759
N=10000 M=10 si n=m=5,Dynamic,8,4.91161
N=10000 M=10 si n=m=5,Dynamic,8,5.06928
N=10000 M=10 si n=m=5,Dynamic,8,5.35059
N=10000 M=10 si n=m=5,Dynamic,8,5.12241
N=10000 M=10 si n=m=5,Dynamic,16,4.48705
N=10000 M=10 si n=m=5,Dynamic,16,4.45913
N=10000 M=10 si n=m=5,Dynamic,16,4.50359
N=10000 M=10 si n=m=5,Dynamic,16,4.50386
N=10000 M=10 si n=m=5,Dynamic,16,4.50895
N=10000 M=10 si n=m=5,Dynamic,16,4.47345
N=10000 M=10 si n=m=5,Dynamic,16,4.4913
N=10000 M=10 si n=m=5,Dynamic,16,4.4447
N=10000 M=10 si n=m=5,Dynamic,16,4.50047
N=10000 M=10 si n=m=5,Dynamic,16,4.48976
N=10000 M=10 si n=m=5,Dynamic,16,4.53123
N=10000 M=10 si n=m=5,Dynamic,16,4.55422
N=10000 M=10 si n=m=5,Dynamic,16,4.52283
N=10000 M=10 si n=m=5,Dynamic,16,4.50776
N=10000 M=10 si n=m=5,Dynamic,16,4.60093
N=M=10 si n=m=3,Static,Sequential,0.01723
N=M=10 si n=m=3,Static,Sequential,0.01672
N=M=10 si n=m=3,Static,Sequential,0.01661
N=M=10 si n=m=3,Static,Sequential,0.01631
N=M=10 si n=m=3,Static,Sequential,0.01668
N=M=10 si n=m=3,Static,4,0.22428
N=M=10 si n=m=3,Static,4,0.37905
N=M=10 si n=m=3,Static,4,0.24769
N=M=10 si n=m=3,Static,4,0.23157
N=M=10 si n=m=3,Static,4,0.22694
N=M=10 si n=m=3,Static,4,0.23853
N=M=10 si n=m=3,Static,4,0.22075
N=M=10 si n=m=3,Static,4,0.24034
N=M=10 si n=m=3,Static,4,0.22994
N=M=10 si n=m=3,Static,4,0.23434
N=M=10 si n=m=3,Static,4,0.22239
N=M=10 si n=m=3,Static,4,0.23187
N=M=10 si n=m=3,Static,4,0.23234
N=M=10 si n=m=3,Static,4,0.23869
N=M=10 si n=m=3,Static,4,0.25044
N=M=10 si n=m=3,Dynamic,Sequential,0.00908
N=M=10 si n=m=3,Dynamic,Sequential,0.00978
N=M=10 si n=m=3,Dynamic,Sequential,0.00981
N=M=10 si n=m=3,Dynamic,Sequential,0.00909
N=M=10 si n=m=3,Dynamic,Sequential,0.01042
N=M=10 si n=m=3,Dynamic,4,0.22736
N=M=10 si n=m=3,Dynamic,4,0.21661
N=M=10 si n=m=3,Dynamic,4,0.22655
N=M=10 si n=m=3,Dynamic,4,0.21521
N=M=10 si n=m=3,Dynamic,4,0.22876
N=M=10 si n=m=3,Dynamic,4,0.22688
N=M=10 si n=m=3,Dynamic,4,0.22292
N=M=10 si n=m=3,Dynamic,4,0.23102
N=M=10 si n=m=3,Dynamic,4,0.32302
N=M=10 si n=m=3,Dynamic,4,0.21874
N=M=10 si n=m=3,Dynamic,4,0.2222
N=M=10 si n=m=3,Dynamic,4,0.21759
N=M=10 si n=m=3,Dynamic,4,0.22494
N=M=10 si n=m=3,Dynamic,4,0.21878
N=M=10 si n=m=3,Dynamic,4,0.22312
N=M=1000 si n=m=5,Static,Sequential,182.66463
N=M=1000 si n=m=5,Static,Sequential,183.63444
N=M=1000 si n=m=5,Static,Sequential,182.89064
N=M=1000 si n=m=5,Static,Sequential,183.58968
N=M=1000 si n=m=5,Static,Sequential,183.52894
N=M=1000 si n=m=5,Static,2,238.23397
N=M=1000 si n=m=5,Static,2,237.47885
N=M=1000 si n=m=5,Static,2,238.90654
N=M=1000 si n=m=5,Static,2,236.6707
N=M=1000 si n=m=5,Static,2,237.45771
N=M=1000 si n=m=5,Static,2,238.12454
N=M=1000 si n=m=5,Static,2,238.88789
N=M=1000 si n=m=5,Static,2,236.64621
N=M=1000 si n=m=5,Static,2,237.97926
N=M=1000 si n=m=5,Static,2,236.3769
N=M=1000 si n=m=5,Static,2,237.14253
N=M=1000 si n=m=5,Static,2,236.89852
N=M=1000 si n=m=5,Static,2,235.76288
N=M=1000 si n=m=5,Static,2,237.9894
N=M=1000 si n=m=5,Static,2,237.84611
N=M=1000 si n=m=5,Static,4,120.5003
N=M=1000 si n=m=5,Static,4,120.92353
N=M=1000 si n=m=5,Static,4,120.79293
N=M=1000 si n=m=5,Static,4,120.33651
N=M=1000 si n=m=5,Static,4,119.50223
N=M=1000 si n=m=5,Static,4,119.63352
N=M=1000 si n=m=5,Static,4,120.77547
N=M=1000 si n=m=5,Static,4,121.27706
N=M=1000 si n=m=5,Static,4,121.01134
N=M=1000 si n=m=5,Static,4,118.5021
N=M=1000 si n=m=5,Static,4,118.54731
N=M=1000 si n=m=5,Static,4,118.46385
N=M=1000 si n=m=5,Static,4,121.05476
N=M=1000 si n=m=5,Static,4,120.82226
N=M=1000 si n=m=5,Static,4,121.08751
N=M=1000 si n=m=5,Static,8,62.86833
N=M=1000 si n=m=5,Static,8,60.07517
N=M=1000 si n=m=5,Static,8,61.31979
N=M=1000 si n=m=5,Static,8,63.08575
N=M=1000 si n=m=5,Static,8,62.99035
N=M=1000 si n=m=5,Static,8,63.38041
N=M=1000 si n=m=5,Static,8,63.33165
N=M=1000 si n=m=5,Static,8,63.82625
N=M=1000 si n=m=5,Static,8,63.44689
N=M=1000 si n=m=5,Static,8,63.51074
N=M=1000 si n=m=5,Static,8,63.61593
N=M=1000 si n=m=5,Static,8,63.43586
N=M=1000 si n=m=5,Static,8,63.15853
N=M=1000 si n=m=5,Static,8,63.19882
N=M=1000 si n=m=5,Static,8,63.59623
N=M=1000 si n=m=5,Static,16,25.62128
N=M=1000 si n=m=5,Static,16,29.72513
N=M=1000 si n=m=5,Static,16,25.50101
N=M=1000 si n=m=5,Static,16,27.6664
N=M=1000 si n=m=5,Static,16,26.10063
N=M=1000 si n=m=5,Static,16,25.83585
N=M=1000 si n=m=5,Static,16,26.9897
N=M=1000 si n=m=5,Static,16,27.56979
N=M=1000 si n=m=5,Static,16,26.07555
N=M=1000 si n=m=5,Static,16,25.06079
N=M=1000 si n=m=5,Static,16,29.41522
N=M=1000 si n=m=5,Static,16,26.92397
N=M=1000 si n=m=5,Static,16,28.61881
N=M=1000 si n=m=5,Static,16,25.39005
N=M=1000 si n=m=5,Static,16,29.91095
N=M=1000 si n=m=5,Dynamic,Sequential,217.61789
N=M=1000 si n=m=5,Dynamic,Sequential,215.88971
N=M=1000 si n=m=5,Dynamic,Sequential,216.6184
N=M=1000 si n=m=5,Dynamic,Sequential,214.92691
N=M=1000 si n=m=5,Dynamic,Sequential,217.42791
N=M=1000 si n=m=5,Dynamic,2,110.65378
N=M=1000 si n=m=5,Dynamic,2,107.98902
N=M=1000 si n=m=5,Dynamic,2,107.56476
N=M=1000 si n=m=5,Dynamic,2,108.48215
N=M=1000 si n=m=5,Dynamic,2,114.00243
N=M=1000 si n=m=5,Dynamic,2,111.02318
N=M=1000 si n=m=5,Dynamic,2,111.53085
N=M=1000 si n=m=5,Dynamic,2,109.66122
N=M=1000 si n=m=5,Dynamic,2,110.05497
N=M=1000 si n=m=5,Dynamic,2,107.97796
N=M=1000 si n=m=5,Dynamic,2,109.09123
N=M=1000 si n=m=5,Dynamic,2,108.39656
N=M=1000 si n=m=5,Dynamic,2,109.46272
N=M=1000 si n=m=5,Dynamic,2,109.31311
N=M=1000 si n=m=5,Dynamic,2,107.76064
N=M=1000 si n=m=5,Dynamic,4,56.59783
N=M=1000 si n=m=5,Dynamic,4,55.0912
N=M=1000 si n=m=5,Dynamic,4,54.46676
N=M=1000 si n=m=5,Dynamic,4,56.75502
N=M=1000 si n=m=5,Dynamic,4,55.70174
N=M=1000 si n=m=5,Dynamic,4,56.72991
N=M=1000 si n=m=5,Dynamic,4,58.30199
N=M=1000 si n=m=5,Dynamic,4,56.66803
N=M=1000 si n=m=5,Dynamic,4,55.92671
N=M=1000 si n=m=5,Dynamic,4,56.85267
N=M=1000 si n=m=5,Dynamic,4,55.86638
N=M=1000 si n=m=5,Dynamic,4,58.14005
N=M=1000 si n=m=5,Dynamic,4,54.71135
N=M=1000 si n=m=5,Dynamic,4,55.60641
N=M=1000 si n=m=5,Dynamic,4,55.67673
N=M=1000 si n=m=5,Dynamic,8,35.75773
N=M=1000 si n=m=5,Dynamic,8,30.81601
N=M=1000 si n=m=5,Dynamic,8,35.7771
N=M=1000 si n=m=5,Dynamic,8,35.76382
N=M=1000 si n=m=5,Dynamic,8,32.48421
N=M=1000 si n=m=5,Dynamic,8,37.2485
N=M=1000 si n=m=5,Dynamic,8,31.69886
N=M=1000 si n=m=5,Dynamic,8,35.55817
N=M=1000 si n=m=5,Dynamic,8,35.23124
N=M=1000 si n=m=5,Dynamic,8,33.55371
N=M=1000 si n=m=5,Dynamic,8,37.93265
N=M=1000 si n=m=5,Dynamic,8,38.48802
N=M=1000 si n=m=5,Dynamic,8,33.75166
N=M=1000 si n=m=5,Dynamic,8,36.11374
N=M=1000 si n=m=5,Dynamic,8,33.26634
N=M=1000 si n=m=5,Dynamic,16,29.57758
N=M=1000 si n=m=5,Dynamic,16,28.64336
N=M=1000 si n=m=5,Dynamic,16,28.98901
N=M=1000 si n=m=5,Dynamic,16,28.25473
N=M=1000 si n=m=5,Dynamic,16,28.96044
N=M=1000 si n=m=5,Dynamic,16,28.5529
N=M=1000 si n=m=5,Dynamic,16,28.45488
N=M=1000 si n=m=5,Dynamic,16,28.74781
N=M=1000 si n=m=5,Dynamic,16,28.42396
N=M=1000 si n=m=5,Dynamic,16,28.76498
N=M=1000 si n=m=5,Dynamic,16,29.32066
N=M=1000 si n=m=5,Dynamic,16,28.45733
N=M=1000 si n=m=5,Dynamic,16,28.1089
N=M=1000 si n=m=5,Dynamic,16,29.65735
N=M=1000 si n=m=5,Dynamic,16,28.10684
N=10 M=10000 si n=m=5,Static,Sequential,18.77653
N=10 M=10000 si n=m=5,Static,Sequential,18.78441
N=10 M=10000 si n=m=5,Static,Sequential,18.82157
N=10 M=10000 si n=m=5,Static,Sequential,18.78929
N=10 M=10000 si n=m=5,Static,Sequential,19.60961
N=10 M=10000 si n=m=5,Static,2,24.0529
N=10 M=10000 si n=m=5,Static,2,23.95494
N=10 M=10000 si n=m=5,Static,2,24.04762
N=10 M=10000 si n=m=5,Static,2,24.14366
N=10 M=10000 si n=m=5,Static,2,24.02571
N=10 M=10000 si n=m=5,Static,2,23.83308
N=10 M=10000 si n=m=5,Static,2,24.03933
N=10 M=10000 si n=m=5,Static,2,24.01384
