Tip Matrice,Tip alocare,Nr threads,Timp executie
N=10 M=10000 si n=m=5,Static,2,23.89335
N=10 M=10000 si n=m=5,Static,2,24.09104
N=10 M=10000 si n=m=5,Static,2,24.08586
N=10 M=10000 si n=m=5,Static,2,23.90704
N=10 M=10000 si n=m=5,Static,2,24.1505
N=10 M=10000 si n=m=5,Static,2,23.948
N=10 M=10000 si n=m=5,Static,2,23.97884
N=10 M=10000 si n=m=5,Static,4,12.18698
N=10 M=10000 si n=m=5,Static,4,12.255
N=10 M=10000 si n=m=5,Static,4,12.2203
N=10 M=10000 si n=m=5,Static,4,12.2798
N=10 M=10000 si n=m=5,Static,4,12.23392
N=10 M=10000 si n=m=5,Static,4,12.22696
N=10 M=10000 si n=m=5,Static,4,12.226
N=10 M=10000 si n=m=5,Static,4,12.25387
N=10 M=10000 si n=m=5,Static,4,12.1981
N=10 M=10000 si n=m=5,Static,4,12.24322
N=10 M=10000 si n=m=5,Static,4,12.21051
N=10 M=10000 si n=m=5,Static,4,12.24752
N=10 M=10000 si n=m=5,Static,4,12.23169
N=10 M=10000 si n=m=5,Static,4,12.23044
N=10 M=10000 si n=m=5,Static,4,12.21756
N=10 M=10000 si n=m=5,Static,8,6.54787
N=10 M=10000 si n=m=5,Static,8,6.51459
N=10 M=10000 si n=m=5,Static,8,6.58458
N=10 M=10000 si n=m=5,Static,8,6.52377
N=10 M=10000 si n=m=5,Static,8,6.54694
N=10 M=10000 si n=m=5,Static,8,6.54336
N=10 M=10000 si n=m=5,Static,8,6.52029
N=10 M=10000 si n=m=5,Static,8,6.54922
N=10 M=10000 si n=m=5,Static,8,6.562
N=10 M=10000 si n=m=5,Static,8,6.52339
N=10 M=10000 si n=m=5,Static,8,6.55613
N=10 M=10000 si n=m=5,Static,8,6.51644
N=10 M=10000 si n=m=5,Static,8,6.55739
N=10 M=10000 si n=m=5,Static,8,6.5129
N=10 M=10000 si n=m=5,Static,8,6.53838
N=10 M=10000 si n=m=5,Static,16,3.42196
N=10 M=10000 si n=m=5,Static,16,3.29277
N=10 M=10000 si n=m=5,Static,16,3.76428
N=10 M=10000 si n=m=5,Static,16,3.53501
N=10 M=10000 si n=m=5,Static,16,4.13027
N=10 M=10000 si n=m=5,Static,16,3.35091
N=10 M=10000 si n=m=5,Static,16,3.31163
N=10 M=10000 si n=m=5,Static,16,3.43632
N=10 M=10000 si n=m=5,Static,16,3.31391
N=10 M=10000 si n=m=5,Static,16,3.57448
N=10 M=10000 si n=m=5,Static,16,3.58513
N=10 M=10000 si n=m=5,Static,16,3.39658
N=10 M=10000 si n=m=5,Static,16,3.73003
N=10 M=10000 si n=m=5,Static,16,3.96189
N=10 M=10000 si n=m=5,Static,16,3.77318
N=10 M=10000 si n=m=5,Dynamic,Sequential,23.04191
N=10 M=10000 si n=m=5,Dynamic,Sequential,22.59087
N=10 M=10000 si n=m=5,Dynamic,Sequential,23.65445
N=10 M=10000 si n=m=5,Dynamic,Sequential,22.69439
N=10 M=10000 si n=m=5,Dynamic,Sequential,22.70385
N=10 M=10000 si n=m=5,Dynamic,2,10.87134
N=10 M=10000 si n=m=5,Dynamic,2,10.87487
N=10 M=10000 si n=m=5,Dynamic,2,10.86412
N=10 M=10000 si n=m=5,Dynamic,2,10.82114
N=10 M=10000 si n=m=5,Dynamic,2,10.86443
N=10 M=10000 si n=m=5,Dynamic,2,10.91647
N=10 M=10000 si n=m=5,Dynamic,2,10.82031
N=10 M=10000 si n=m=5,Dynamic,2,10.97678
N=10 M=10000 si n=m=5,Dynamic,2,10.90781
N=10 M=10000 si n=m=5,Dynamic,2,10.89989
N=10 M=10000 si n=m=5,Dynamic,2,10.9371
N=10 M=10000 si n=m=5,Dynamic,2,11.13451
N=10 M=10000 si n=m=5,Dynamic,2,10.93806
N=10 M=10000 si n=m=5,Dynamic,2,11.391
N=10 M=10000 si n=m=5,Dynamic,2,10.85767
N=10 M=10000 si n=m=5,Dynamic,4,5.74884
N=10 M=10000 si n=m=5,Dynamic,4,5.70814
N=10 M=10000 si n=m=5,Dynamic,4,5.73713
N=10 M=10000 si n=m=5,Dynamic,4,5.68504
N=10 M=10000 si n=m=5,Dynamic,4,5.70546
N=10 M=10000 si n=m=5,Dynamic,4,5.68341
N=10 M=10000 si n=m=5,Dynamic,4,5.62795
N=10 M=10000 si n=m=5,Dynamic,4,5.87095
N=10 M=10000 si n=m=5,Dynamic,4,5.6894
N=10 M=10000 si n=m=5,Dynamic,4,5.95743
N=10 M=10000 si n=m=5,Dynamic,4,5.74166
N=10 M=10000 si n=m=5,Dynamic,4,5.85868
N=10 M=10000 si n=m=5,Dynamic,4,5.70156
N=10 M=10000 si n=m=5,Dynamic,4,5.66591
N=10 M=10000 si n=m=5,Dynamic,4,6.37856
N=10 M=10000 si n=m=5,Dynamic,8,4.04325
N=10 M=10000 si n=m=5,Dynamic,8,3.27129
N=10 M=10000 si n=m=5,Dynamic,8,3.81068
N=10 M=10000 si n=m=5,Dynamic,8,3.8558
N=10 M=10000 si n=m=5,Dynamic,8,3.68504
N=10 M=10000 si n=m=5,Dynamic,8,3.71386
N=10 M=10000 si n=m=5,Dynamic,8,3.84372
N=10 M=10000 si n=m=5,Dynamic,8,3.87436
N=10 M=10000 si n=m=5,Dynamic,8,4.17351
N=10 M=10000 si n=m=5,Dynamic,8,3.4591
N=10 M=10000 si n=m=5,Dynamic,8,4.27378
N=10 M=10000 si n=m=5,Dynamic,8,3.67522
N=10 M=10000 si n=m=5,Dynamic,8,4.00409
N=10 M=10000 si n=m=5,Dynamic,8,3.78826
N=10 M=10000 si n=m=5,Dynamic,8,3.86382
N=10 M=10000 si n=m=5,Dynamic,16,3.45476
N=10 M=10000 si n=m=5,Dynamic,16,3.69216
N=10 M=10000 si n=m=5,Dynamic,16,3.60943
N=10 M=10000 si n=m=5,Dynamic,16,4.18314
N=10 M=10000 si n=m=5,Dynamic,16,3.33676
N=10 M=10000 si n=m=5,Dynamic,16,3.37144
N=10 M=10000 si n=m=5,Dynamic,16,4.01716
N=10 M=10000 si n=m=5,Dynamic,16,3.59059
N=10 M=10000 si n=m=5,Dynamic,16,3.44732
N=10 M=10000 si n=m=5,Dynamic,16,3.8868
N=10 M=10000 si n=m=5,Dynamic,16,3.62097
N=10 M=10000 si n=m=5,Dynamic,16,4.32383
N=10 M=10000 si n=m=5,Dynamic,16,3.357
N=10 M=10000 si n=m=5,Dynamic,16,3.44348
N=10 M=10000 si n=m=5,Dynamic,16,3.49972
N=10000 M=10 si n=m=5,Static,Sequential,46.11566
N=10000 M=10 si n=m=5,Static,Sequential,46.05647
N=10000 M=10 si n=m=5,Static,Sequential,45.98266
N=10000 M=10 si n=m=5,Static,Sequential,46.05776
N=10000 M=10 si n=m=5,Static,Sequential,45.08606
N=10000 M=10 si n=m=5,Static,2,23.42168
N=10000 M=10 si n=m=5,Static,2,23.46187
N=10000 M=10 si n=m=5,Static,2,23.49147
N=10000 M=10 si n=m=5,Static,2,23.49453
N=10000 M=10 si n=m=5,Static,2,23.4448
N=10000 M=10 si n=m=5,Static,2,23.47546
N=10000 M=10 si n=m=5,Static,2,23.44678
N=10000 M=10 si n=m=5,Static,2,23.50417
N=10000 M=10 si n=m=5,Static,2,23.47047
N=10000 M=10 si n=m=5,Static,2,23.11324
N=10000 M=10 si n=m=5,Static,2,23.48621
N=10000 M=10 si n=m=5,Static,2,23.46728
N=10000 M=10 si n=m=5,Static,2,23.46327
N=10000 M=10 si n=m=5,Static,2,23.5595
N=10000 M=10 si n=m=5,Static,2,23.4909
N=10000 M=10 si n=m=5,Static,4,11.91888
N=10000 M=10 si n=m=5,Static,4,11.90633
N=10000 M=10 si n=m=5,Static,4,11.97197
N=10000 M=10 si n=m=5,Static,4,11.88378
N=10000 M=10 si n=m=5,Static,4,11.93805
N=10000 M=10 si n=m=5,Static,4,12.01907
N=10000 M=10 si n=m=5,Static,4,11.9343
N=10000 M=10 si n=m=5,Static,4,11.89865
N=10000 M=10 si n=m=5,Static,4,11.95831
N=10000 M=10 si n=m=5,Static,4,11.91234
N=10000 M=10 si n=m=5,Static,4,11.97152
N=10000 M=10 si n=m=5,Static,4,11.92527
N=10000 M=10 si n=m=5,Static,4,12.04179
N=10000 M=10 si n=m=5,Static,4,11.95876
N=10000 M=10 si n=m=5,Static,4,11.91905
N=10000 M=10 si n=m=5,Static,8,6.38145
N=10000 M=10 si n=m=5,Static,8,6.39394
N=10000 M=10 si n=m=5,Static,8,6.40822
N=10000 M=10 si n=m=5,Static,8,6.44571
N=10000 M=10 si n=m=5,Static,8,6.36475
N=10000 M=10 si n=m=5,Static,8,6.40614
N=10000 M=10 si n=m=5,Static,8,6.42672
N=10000 M=10 si n=m=5,Static,8,6.38011
N=10000 M=10 si n=m=5,Static,8,6.42017
N=10000 M=10 si n=m=5,Static,8,6.40698
N=10000 M=10 si n=m=5,Static,8,6.36986
N=10000 M=10 si n=m=5,Static,8,6.40182
N=10000 M=10 si n=m=5,Static,8,6.32922
N=10000 M=10 si n=m=5,Static,8,6.38875
N=10000 M=10 si n=m=5,Static,8,6.36237
N=10000 M=10 si n=m=5,Static,16,3.3047
N=10000 M=10 si n=m=5,Static,16,3.37776
N=10000 M=10 si n=m=5,Static,16,3.51965
N=10000 M=10 si n=m=5,Static,16,3.4475
N=10000 M=10 si n=m=5,Static,16,4.13106
N=10000 M=10 si n=m=5,Static,16,3.42197
N=10000 M=10 si n=m=5,Static,16,4.1315
N=10000 M=10 si n=m=5,Static,16,3.48649
N=10000 M=10 si n=m=5,Static,16,3.28093
N=10000 M=10 si n=m=5,Static,16,3.3827
N=10000 M=10 si n=m=5,Static,16,3.4635
N=10000 M=10 si n=m=5,Static,16,3.60407
N=10000 M=10 si n=m=5,Static,16,3.49437
N=10000 M=10 si n=m=5,Static,16,4.02021
N=10000 M=10 si n=m=5,Static,16,3.31172
N=10000 M=10 si n=m=5,Dynamic,Sequential,21.95977
N=10000 M=10 si n=m=5,Dynamic,Sequential,21.69488
N=10000 M=10 si n=m=5,Dynamic,Sequential,22.80967
N=10000 M=10 si n=m=5,Dynamic,Sequential,22.16973
N=10000 M=10 si n=m=5,Dynamic,Sequential,21.56384
N=10000 M=10 si n=m=5,Dynamic,2,11.40222
N=10000 M=10 si n=m=5,Dynamic,2,10.91252
N=10000 M=10 si n=m=5,Dynamic,2,10.90458
N=10000 M=10 si n=m=5,Dynamic,2,10.87375
N=10000 M=10 si n=m=5,Dynamic,2,10.86757
N=10000 M=10 si n=m=5,Dynamic,2,10.8907
N=10000 M=10 si n=m=5,Dynamic,2,11.67807
N=10000 M=10 si n=m=5,Dynamic,2,10.8712
N=10000 M=10 si n=m=5,Dynamic,2,11.13353
N=10000 M=10 si n=m=5,Dynamic,2,11.34757
N=10000 M=10 si n=m=5,Dynamic,2,10.88605
N=10000 M=10 si n=m=5,Dynamic,2,10.92038
N=10000 M=10 si n=m=5,Dynamic,2,10.85898
N=10000 M=10 si n=m=5,Dynamic,2,10.89054
N=10000 M=10 si n=m=5,Dynamic,2,10.97399
N=10000 M=10 si n=m=5,Dynamic,4,6.41102
N=10000 M=10 si n=m=5,Dynamic,4,5.66733
N=10000 M=10 si n=m=5,Dynamic,4,5.73447
N=10000 M=10 si n=m=5,Dynamic,4,5.77258
N=10000 M=10 si n=m=5,Dynamic,4,5.7195
N=10000 M=10 si n=m=5,Dynamic,4,5.66742
N=10000 M=10 si n=m=5,Dynamic,4,5.92705
N=10000 M=10 si n=m=5,Dynamic,4,5.62855
N=10000 M=10 si n=m=5,Dynamic,4,5.64003
N=10000 M=10 si n=m=5,Dynamic,4,5.76849
N=10000 M=10 si n=m=5,Dynamic,4,5.97277
N=10000 M=10 si n=m=5,Dynamic,4,5.80978
N=10000 M=10 si n=m=5,Dynamic,4,5.91526
N=10000 M=10 si n=m=5,Dynamic,4,5.9397
N=10000 M=10 si n=m=5,Dynamic,4,5.75418
N=10000 M=10 si n=m=5,Dynamic,8,3.8677
N=10000 M=10 si n=m=5,Dynamic,8,3.44321
N=10000 M=10 si n=m=5,Dynamic,8,3.81224
N=10000 M=10 si n=m=5,Dynamic,8,3.68284
N=10000 M=10 si n=m=5,Dynamic,8,4.1414
N=10000 M=10 si n=m=5,Dynamic,8,4.09256
N=10000 M=10 si n=m=5,Dynamic,8,4.21888
N=10000 M=10 si n=m=5,Dynamic,8,3.49862
N=10000 M=10 si n=m=5,Dynamic,8,4.03386
N=10000 M=10 si n=m=5,Dynamic,8,3.72549
N=10000 M=10 si n=m=5,Dynamic,8,3.31869
N=10000 M=10 si n=m=5,Dynamic,8,4.11162
N=10000 M=10 si n=m=5,Dynamic,8,4.14409
N=10000 M=10 si n=m=5,Dynamic,8,3.45457
N=10000 M=10 si n=m=5,Dynamic,8,3.45655
N=10000 M=10 si n=m=5,Dynamic,16,3.33228
N=10000 M=10 si n=m=5,Dynamic,16,3.28578
N=10000 M=10 si n=m=5,Dynamic,16,3.4476
N=10000 M=10 si n=m=5,Dynamic,16,3.53606
N=10000 M=10 si n=m=5,Dynamic,16,3.64226
N=10000 M=10 si n=m=5,Dynamic,16,3.42476
N=10000 M=10 si n=m=5,Dynamic,16,3.33786
N=10000 M=10 si n=m=5,Dynamic,16,3.46907
N=10000 M=10 si n=m=5,Dynamic,16,3.41505
N=10000 M=10 si n=m=5,Dynamic,16,3.46515
N=10000 M=10 si n=m=5,Dynamic,16,3.43651
N=10000 M=10 si n=m=5,Dynamic,16,3.40203
N=10000 M=10 si n=m=5,Dynamic,16,3.60032
N=10000 M=10 si n=m=5,Dynamic,16,3.35607
N=10000 M=10 si n=m=5,Dynamic,16,3.35851
N=M=10 si n=m=3,Dynamic,Sequential,0.00907
N=M=10 si n=m=3,Dynamic,Sequential,0.00902
N=M=10 si n=m=3,Dynamic,Sequential,0.01085
N=M=10 si n=m=3,Dynamic,Sequential,0.00949
N=M=10 si n=m=3,Dynamic,Sequential,0.01004
N=M=10 si n=m=3,Dynamic,4,0.21604
N=M=10 si n=m=3,Dynamic,4,0.2187
N=M=10 si n=m=3,Dynamic,4,0.22116
N=M=10 si n=m=3,Dynamic,4,0.21954
N=M=10 si n=m=3,Dynamic,4,0.22298
N=M=10 si n=m=3,Dynamic,4,0.21663
N=M=10 si n=m=3,Dynamic,4,0.23179
N=M=10 si n=m=3,Dynamic,4,0.22574
N=M=10 si n=m=3,Dynamic,4,0.2251
N=M=10 si n=m=3,Dynamic,4,0.24373
N=M=10 si n=m=3,Dynamic,4,0.22144
N=M=10 si n=m=3,Dynamic,4,0.23529
N=M=10 si n=m=3,Dynamic,4,0.22855
N=M=10 si n=m=3,Dynamic,4,0.21485
N=M=10 si n=m=3,Dynamic,4,0.22067
N=M=10 si n=m=3,Dynamic,Sequential,0.00908
N=M=10 si n=m=3,Dynamic,Sequential,0.00978
N=M=10 si n=m=3,Dynamic,Sequential,0.00981
N=M=10 si n=m=3,Dynamic,Sequential,0.00909
N=M=10 si n=m=3,Dynamic,Sequential,0.01042
N=M=10 si n=m=3,Dynamic,4,0.22736
N=M=10 si n=m=3,Dynamic,4,0.21661
N=M=10 si n=m=3,Dynamic,4,0.22655
N=M=10 si n=m=3,Dynamic,4,0.21521
N=M=10 si n=m=3,Dynamic,4,0.22876
N=M=10 si n=m=3,Dynamic,4,0.22688
N=M=10 si n=m=3,Dynamic,4,0.22292
N=M=10 si n=m=3,Dynamic,4,0.23102
N=M=10 si n=m=3,Dynamic,4,0.32302
N=M=10 si n=m=3,Dynamic,4,0.21874
N=M=10 si n=m=3,Dynamic,4,0.2222
N=M=10 si n=m=3,Dynamic,4,0.21759
N=M=10 si n=m=3,Dynamic,4,0.22494
N=M=10 si n=m=3,Dynamic,4,0.21878
N=M=10 si n=m=3,Dynamic,4,0.22312
